subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Music,gcse-music---faqs.csv,1,3,all of the,...earners required to know and understand **all of the** terms listed in Appendix B of the speci...,LTC,FALSE_POSITIVE,100,The phrase 'all of the' is grammatically correct and acceptable.,4
Music,gcse-music---faqs.csv,2,3,all of the,...ers are required to know and understand **all of the** terms listed in Appendix B. Additionall...,LTC,FALSE_POSITIVE,100,The phrase 'all of the' is grammatically correct and acceptable.,4
Music,gcse-music---faqs.csv,3,4,a minimum grade learners,...ovisation performed.  ### **Q: Is there **a minimum grade learners** should be working at?**  A: The standar...,LTC,FALSE_POSITIVE,100,The phrase 'a minimum grade learners should be working at' is grammatically correct.,5
Music,gcse-music---faqs.csv,4,4,1 st,...on briefs are released on Portal on the **1 st** of September every year. It will be rel...,LTC,PARSING_ERROR,90,Incorrect spacing; '1 st' should be '1st'.,5
Music,gcse-music---faqs.csv,5,5,drumkit,"...### **Q: Can a candidate write for solo **drumkit**, or solo melody instrument?**  A: It is...",LTC,SPELLING_ERROR,80,'Drum kit' (two words) is the more common and formally preferred spelling in UK English.,6
Music,gcse-music---guidance-for-teaching.csv,0,15,so,"...ent, as the scores are readily available** so** teachers may prefer to guide learners t...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma is recommended before 'so' when it connects two independent clauses to improve flow and formality.,16
Music,gcse-music---guidance-for-teaching.csv,1,15,beat-box,...beat matching effectively. - Scores for **beat-box** performances can be notated in a simila...,LTC,FALSE_POSITIVE,100,'Beat-box' is correctly hyphenated as a compound noun/adjective in this context.,16
Music,gcse-music---guidance-for-teaching.csv,2,18,but,...penalties for submissions over 6 minutes** but** submissions over this length are often ...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma is recommended before 'but' when it connects two independent clauses to improve flow and formality.,19
Music,gcse-music---guidance-for-teaching.csv,3,18,all of the,...recordings and copies of the scores for **all of the** music that has been performed by the sa...,LTC,STYLISTIC_PREFERENCE,80,"'All of the' is grammatically correct, though 'all the' could be used for conciseness.",19
Music,gcse-music---guidance-for-teaching.csv,4,19,beat boxing,"...formances, sequencing, DJ-ing, rapping, **beat boxing** and improvisation are accepted within b...",LTC,PARSING_ERROR,90,'Beat-boxing' should be hyphenated as a compound noun/gerund for consistency and standard usage.,20
Music,gcse-music---guidance-for-teaching.csv,5,19,has,"... The new performing assessment criteria **has** been adapted for the solo, ensemble and...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"'Criteria' is a plural noun, so the verb should be 'have' (subject-verb agreement).",20
Music,gcse-music---guidance-for-teaching.csv,6,21,5 th,"...y for submission by the deadline of the **5 th** of May, regardless of whether they are ...",LTC,PARSING_ERROR,100,'5 th' should be '5th'; this is a formatting error for an ordinal number.,22
Music,gcse-music---guidance-for-teaching.csv,7,24,sketch book,"... listing these styles in a 'composition **sketch book**' highlighting any keywords, musical dev...",LTC,SPELLING_ERROR,90,'Sketchbook' should be written as one word (compound noun).,25
Music,gcse-music---guidance-for-teaching.csv,8,25,cross -cutting,...opportunity for learners to explore the **cross -cutting** themes. This might include human rights...,LTC,PARSING_ERROR,100,'Cross-cutting' should be hyphenated without a space as a compound adjective.,26
Music,gcse-music---guidance-for-teaching.csv,9,27,discussions around,...on is an important element of music and **discussions around** this can inspire learners and further d...,LTC,STYLISTIC_PREFERENCE,70,'Discussions about' or 'discussions concerning' would be more precise and formal than 'discussions around'.,28
Music,gcse-music---guidance-for-teaching.csv,10,28,5 th,"...y for submission by the deadline of the **5 th** of May, regardless of whether they are ...",LTC,PARSING_ERROR,100,Incorrect spacing/formatting of the ordinal number '5th' due to parsing.,29
Music,gcse-music---guidance-for-teaching.csv,11,32,are,...List B**.  The choice of prepared texts **are** as follows:  **List A**   **Concerto fo...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error; 'choice' is singular, so the verb should be 'is'.",33
Music,gcse-music---guidance-for-teaching.csv,12,33,"""","...cate answers using descriptions such as **""**at the start, ""when the violins play,"" ""...",LTC,PARSING_ERROR,100,HTML entity '&quot;' is a parsing artifact from PDF conversion.,34
Music,gcse-music---guidance-for-teaching.csv,13,33,roman,"...showing piano, guitar and vocal lines - **roman** numerals for chords I, ii, iii, IV, V a...",LTC,SPELLING_ERROR,90,'Roman' in 'Roman numerals' is a proper adjective and should be capitalized.,34
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,0,8,and,...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'and' joining two independent clauses.,9
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,1,9,Technologybased,...nology-based performance for this unit. **Technologybased** performances include:  - DJ-ing - 'push...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'Technology-based'.,10
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,2,9,as to whether,"...hnology-based formats.  If in any doubt **as to whether** the form chosen is appropriate, please ...",LTC,STYLISTIC_PREFERENCE,70,The phrase 'as to whether' is verbose; 'whether' or 'about whether' would be more concise.,10
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,3,10,and,...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'and' joining two independent clauses.,11
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,4,10,beat-box,"...nd chords on a lead sheet (for example, **beat-box**, DJ, or rap), centres must provide appr...",LTC,SPELLING_ERROR,90,OED prefers 'beatbox' as a single word.,11
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,5,25,or,...mance are not covered in the lists below** or** they are in doubt about the standard of...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'or' joining two independent clauses.,26
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,6,26,but,...e not restricted to one instrument/voice** but** there is no advantage to performing on ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'but' joining two independent clauses.,27
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,7,26,themself,"...only, or both. If a learner accompanies **themself** and chooses to be assessed on the whole...",LTC,SPELLING_ERROR,90,'Themself' is a non-standard reflexive pronoun; 'themselves' is the standard gender-neutral singular reflexive.,27
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,8,30,"f,)","...amics changes are more refined (p.mp,mf,**f,)** and include crescendo and diminuendo</l...",LTC,PARSING_ERROR,100,Extraneous comma before the closing parenthesis.,31
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,9,30,12 th,...in articulation</li><li>a range up to a **12 th**</li></ul> | |--------------------------...,LTC,PARSING_ERROR,100,Incorrect spacing in the ordinal number '12th'.,31
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,14,46,understand,...resence. A score or equivalent has been **understand** that false declaration is a form of mal...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"The phrase 'has been understand' is grammatically incorrect; it should be 'has been supplied' followed by 'I understand', indicating a missing verb and a sentence structure error.",47
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.csv,16,52,outside of,...-------| | None | Work may be completed **outside of** the centre without direct supervision. ...,LTC,STYLISTIC_PREFERENCE,70,"While 'outside of' is grammatically acceptable, 'outside' is generally preferred in formal writing for conciseness.",53
Music,gcse-music---unit-2-composing-sample.csv,0,7,and,...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before a coordinating conjunction joining two independent clauses.,8
Music,gcse-music---unit-2-composing-sample.csv,1,8,wellstructured,...esented and how well the piece has been **wellstructured**.  #### **Column 3 – Outcome of Brief:**...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'well-structured'.,9
Music,gcse-music---unit-2-composing-sample.csv,2,10,but,...mpt to structure the piece has been made** but** the presentation of musical ideas is in...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before a coordinating conjunction joining two independent clauses.,11
Music,gcse-music---unit-2-composing-sample.csv,3,11,audio visual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'audio-visual'.,12
Music,gcse-music---unit-2-composing-sample.csv,4,15,audio visual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'audio-visual'.,16
Music,gcse-music---unit-2-composing-sample.csv,5,24,outside of,...-------| | None | Work may be completed **outside of** the centre without direct supervision. ...,LTC,STYLISTIC_PREFERENCE,70,'Outside' is sufficient as a preposition; 'of' is redundant in formal writing.,25
Music,gcse-music---unit-3-appraising.csv,0,9,step wise,...e list below: <ul><li>mostly conjunct / **step wise** movement</li><li>semi quaver pattern ph...,LTC,PARSING_ERROR,90,The compound adjective 'step-wise' requires a hyphen.,10
Music,gcse-music---unit-3-appraising.csv,2,19,mid range,...>piano accompaniment gradually rises to **mid range** (treble clef) with harp added with sust...,LTC,PARSING_ERROR,90,The compound adjective 'mid-range' requires a hyphen.,20
Music,gcse-music---unit-3-appraising.csv,3,19,and,...gh line 13</li><li>Line 13 strings added** and** accompaniment pattern chords are fuller...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' separating independent clauses is a stylistic choice, not a grammatical error.",20
Music,gcse-music---unit-3-appraising.csv,4,28,tam tam,...ortant. - Use of timpani adds drama and **tam tam**. - Instruments are quite dark in timbre...,LTC,FALSE_POSITIVE,80,"'Tam tam' is an acceptable spelling for the musical instrument, though 'tam-tam' is also common.",29
Music,gcse-music---unit-3-appraising.csv,5,28,Basoon,"..., clarinet, bass clarinet, Cor Anglais, **Basoon**. - Flutes (piccolo later), horns and tr...",LTC,SPELLING_ERROR,100,'Basoon' is a misspelling of the musical instrument 'Bassoon'.,29
Music,gcse-music---unit-3-appraising.csv,6,36,onscreen,...te User Guide for candidates completing **onscreen** assessments. The Surpass software will ...,LTC,FALSE_POSITIVE,80,"'Onscreen' is an acceptable closed compound adjective, especially in a digital context.",37
Music,gcse-music---unit-3-appraising.csv,7,36,',...7 days before the date of the exam. The **'**Home 'screen of Surpass will contain inf...,LTC,PARSING_ERROR,100,HTML entity '&#x27;' is a parsing artifact for a single quote.,37
Music,gcse-music---unit-3-appraising.csv,8,36,',... before the date of the exam. The 'Home **'**screen of Surpass will contain informati...,LTC,PARSING_ERROR,100,HTML entity '&#x27;' is a parsing artifact for a single quote.,37
Music,gcse-music-unit-1-nea-assessment-handbook.csv,0,7,one minute,... piece which is significantly below the **one minute** minimum performance duration will be un...,LTC,PARSING_ERROR,90,Missing hyphen for the compound adjective 'one-minute' preceding a noun.,8
Music,gcse-music-unit-1-nea-assessment-handbook.csv,1,9,and,...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before the coordinating conjunction 'and' joining two independent clauses.,10
Music,gcse-music-unit-1-nea-assessment-handbook.csv,2,10,Technologybased,...nology-based performance for this unit. **Technologybased** performances include:  - DJ-ing - 'push...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'Technology-based'.,11
Music,gcse-music-unit-1-nea-assessment-handbook.csv,3,11,beat-box,"...nd chords on a lead sheet (for example, **beat-box**, DJ, or rap), centres must provide appr...",LTC,FALSE_POSITIVE,90,The term 'beat-box' is an acceptable and consistently used hyphenated form within the document.,12
Music,gcse-music-unit-1-nea-assessment-handbook.csv,4,29,"f,)","...amics changes are more refined (p.mp,mf,**f,)** and include crescendo and diminuendo</l...",LTC,PARSING_ERROR,100,Incorrect punctuation; the closing parenthesis is misplaced after a comma.,30
Music,gcse-music-unit-1-nea-assessment-handbook.csv,5,29,th,...l</li><li>few contrasts in articulation **th**</li><li>a range up to a 12</li><li>requ...,LTC,PARSING_ERROR,100,Truncated word or parsing artifact; 'th' is incomplete and out of context.,30
Music,gcse-music-unit-1-nea-assessment-handbook.csv,8,32,(,"... only – B (kick drum), K (snare drum), T**(**hi hat), Tss (open hi-hat), Ch (cymbals)...",LTC,PARSING_ERROR,100,Stray opening parenthesis; likely a parsing error or typo.,33
Music,gcse-music-unit-2-nea-assessment-handbook.csv,0,5,non original,"... own original work. If you use anything **non original**, you must declare it on the log, and yo...",LTC,PARSING_ERROR,90,The compound adjective 'non-original' requires a hyphen according to OED standards.,6
Music,gcse-music-unit-2-nea-assessment-handbook.csv,1,5,but,... AI. You should declare this on your log** but** it will not affect your marks. Make sur...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma should precede 'but' when it connects two independent clauses for improved clarity and grammatical correctness.,6
Music,gcse-music-unit-2-nea-assessment-handbook.csv,2,6,pdf,...s of your composition. This should be a **pdf** or a word document. This will help the ...,LTC,FALSE_POSITIVE,100,'pdf' is an acceptable lowercase abbreviation for Portable Document Format in this context.,7
Music,gcse-music-unit-2-nea-assessment-handbook.csv,3,6,word,"... composition. This should be a pdf or a **word** document. This will help the teacher, a...",LTC,FALSE_POSITIVE,100,"'word document' is a commonly accepted and clear phrase, referring to a document created using Microsoft Word.",7
Music,gcse-music-unit-2-nea-assessment-handbook.csv,4,7,pdf,"...e then you should export the score as a **pdf** file, so that the moderator will be abl...",LTC,FALSE_POSITIVE,100,'pdf' is an acceptable lowercase abbreviation for Portable Document Format in this context.,8
Music,gcse-music-unit-2-nea-assessment-handbook.csv,5,12,but,...mpt to structure the piece has been made** but** the presentation of musical ideas is in...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma should precede 'but' when it connects two independent clauses for improved clarity and grammatical correctness.,13
Music,overview-of-consultation-findings.csv,0,2,Exper,... and Communication Area of Learning and **Exper** | ience .15 | | Level 2 Award in Additi...,LTC,PARSING_ERROR,100,Word 'Experience' is truncated due to table formatting and line break.,3
Music,overview-of-consultation-findings.csv,1,2,ience,...munication Area of Learning and Exper | **ience** .15 | | Level 2 Award in Additional Cor...,LTC,PARSING_ERROR,100,Word 'Experience' is truncated due to table formatting and line break.,3
Music,overview-of-consultation-findings.csv,3,6,and,...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.,7
Music,overview-of-consultation-findings.csv,5,10,and,...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.,11
Music,overview-of-consultation-findings.csv,6,11,and,... balance of physical and human geography** and** we have updated the possible areas to b...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.,12
Music,overview-of-consultation-findings.csv,7,11,that that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Redundant repetition of the word 'that'.,12
Music,overview-of-consultation-findings.csv,8,13,and,...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.,14
Music,overview-of-consultation-findings.csv,10,16,and,...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.,17
Music,overview-of-consultation-findings.csv,11,18,time consuming,...ondents conveying that oracy tasks were **time consuming** and difficult to administer. As a direc...,LTC,PARSING_ERROR,90,'time-consuming' should be hyphenated as a compound adjective modifying 'oracy tasks'.,19
Music,overview-of-consultation-findings.csv,12,18,with regards to,...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,"The correct idiom is 'with regard to', not 'with regards to'.",19
Music,overview-of-consultation-findings.csv,13,19,and,... are supported by this new qualification** and** we will work to ensure that this is the...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity and flow when joining two independent clauses.,20
Music,wjec-gcse-music-specification.csv,0,4,INTE,...---------------------|----| | 1       | **INTE**   | RODUCTION                          ...,LTC,PARSING_ERROR,100,Word 'INTRODUCTION' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,1,4,RODUCTION,...------------|----| | 1       | INTE   | **RODUCTION**                                        ...,LTC,PARSING_ERROR,100,Word 'INTRODUCTION' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,2,4,JECT,...                     | 8  | | 2 EX |  | **JECT** CONTENT AND INTEGRATION OF LEARNING ENC...,LTC,PARSING_ERROR,100,Word 'SUBJECT' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,3,4,ENCES,...ECT CONTENT AND INTEGRATION OF LEARNING **ENCES** AND SKILLS | 9 | |         | How    | t...,LTC,PARSING_ERROR,100,Word 'EXPERIENCES' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,4,4,ortunities,...            | 14 | |         | Орр    | **ortunities** for integration of learning experiences...,LTC,PARSING_ERROR,100,Word 'Opportunities' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,5,4,ESSMENT,...            | 16 | | 3       | ASS    | **ESSMENT**                                        ...,LTC,PARSING_ERROR,100,Word 'ASSESSMENT' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,6,4,HNICAL,...            | 20 | | 5       | TEC    | **HNICAL** INFORMATION                            ...,LTC,PARSING_ERROR,100,Word 'TECHNICAL' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,7,4,pendi,...                     | 22 | | App     | **pendi**  | x B – Glossary of Musical Terminolog...,LTC,PARSING_ERROR,100,Word 'Appendix' is split across table cells due to parsing.,5
Music,wjec-gcse-music-specification.csv,9,16,are,...m List B.  The choice of prepared works **are** as follows:  List A  **Concerto for Two...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error; 'choice' is singular, requiring 'is' instead of 'are'.",17
Music,wjec-gcse-music-specification.csv,10,16,roman,"...showing piano, guitar and vocal lines - **roman** numerals for chords I, ii, iii, IV, V a...",LTC,SPELLING_ERROR,90,'Roman' is a proper adjective and should be capitalized.,17
Music,wjec-gcse-music-specification.csv,12,28,eg,"...ure  Changing metre  Regular  Irregular **eg** 5, 7  4 8  Accent  Simple 2 3 4  4 4 4 ...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect abbreviation; 'e.g.' (exempli gratia) requires periods in formal writing.,29
Physical-Education-and-Health,physical-education-and-health-options-evening-flyer.csv,0,1,quickresponses,"...Questions requiring objective response, **quickresponses**, short and extended answers.  #### UNIT...",LTC,PARSING_ERROR,100,Merged words; should be 'quick responses'.,2
Physical-Education-and-Health,physical-education-and-health-options-evening-flyer.csv,1,1,selfconfidence,"...work, leadership, focus, refinement and **selfconfidence**.  The career possibilities that come fr...",LTC,PARSING_ERROR,90,Missing hyphen; 'self-confidence' is the correct OED standard for the noun.,2
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,0,4,NTRODUCTION,...                                      | **NTRODUCTION**                                        ...,LTC,PARSING_ERROR,100,"Missing initial letter 'I' from 'INTRODUCTION', likely a parsing artifact from table conversion.",5
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,1,4,portunities,...                                      | **portunities** for integration of learning experiences...,LTC,PARSING_ERROR,100,"Missing initial letter 'O' from 'Opportunities', likely a parsing artifact from table conversion.",5
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,2,4,FECHNICAL,...                                      | **FECHNICAL** INFORMATION                            ...,LTC,PARSING_ERROR,100,"Misspelling 'FECHNICAL' instead of 'TECHNICAL', likely a parsing error from PDF conversion.",5
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,3,4,ndix,...                                      | **ndix** A: Approved List of Sports and Physical...,LTC,PARSING_ERROR,100,"Truncated word 'ndix' instead of 'Appendix', likely a parsing error within the table.",5
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,4,9,2 year,...cation has been primarily designed as a **2 year** programme for learners in years 10 and ...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective '2-year programme'.,10
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,5,12,socio economic,...</li><li>family</li><li>friends</li><li>**socio economic** status</li></ul> |  |  |  | |  | <ul><l...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'socio-economic'.,13
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,6,14,self esteem,"...g mood, concentration, self-confidence, **self esteem** and decision making</li><li>dietary req...",LTC,PARSING_ERROR,90,Missing hyphen in the compound noun 'self-esteem'.,15
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.csv,7,16,ll,...w twitch muscle fibres (type l and type **ll**) and understand their function in a var...,LTC,PARSING_ERROR,100,Roman numerals 'I' and 'II' were misparsed as lowercase 'l' and 'll'.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,7,15,perspectives about,...beliefs and teachings and non-religious **perspectives about** abortion.  #### **Indicative Content** ...,LTC,FALSE_POSITIVE,100,The phrase 'perspectives about' is grammatically correct and stylistically acceptable.,16
Religious-Studies,gcse-religious-studies---delivery-guide.csv,8,15,Jeremaih,...e and that abortion destroys this plan (**Jeremaih** 1:5). - Many Christians support adoptio...,LTC,SPELLING_ERROR,100,'Jeremaih' is a misspelling of the proper noun 'Jeremiah'.,16
Religious-Studies,gcse-religious-studies---delivery-guide.csv,9,15,prolife,"...tion. Many are pro-choice, but some are **prolife**. - Many would argue that an embryo is n...",LTC,PARSING_ERROR,90,"'Prolife' should be hyphenated as 'pro-life' when used as a compound adjective or noun, according to OED standards.",16
Religious-Studies,gcse-religious-studies---delivery-guide.csv,10,16,non religious,... of Christian beliefs and teachings and **non religious** perspectives about abortion</li><li>res...,LTC,PARSING_ERROR,90,'Non religious' should be hyphenated as 'non-religious' as it functions as a compound adjective.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,11,16,perspectives about,...beliefs and teachings and non religious **perspectives about** abortion</li><li>response comprehensive...,LTC,FALSE_POSITIVE,100,The phrase 'perspectives about' is grammatically correct and stylistically acceptable.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,12,16,non religious,... of Christian beliefs and teachings and **non religious** perspectives about abortion</li><li>res...,LTC,PARSING_ERROR,90,'Non religious' should be hyphenated as 'non-religious' as it functions as a compound adjective.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,13,16,perspectives about,...beliefs and teachings and non religious **perspectives about** abortion</li><li>response comprehensive...,LTC,FALSE_POSITIVE,100,The phrase 'perspectives about' is grammatically correct and stylistically acceptable.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,14,16,non religious,... of Christian beliefs and teachings and **non religious** perspectives about abortion</li><li>res...,LTC,PARSING_ERROR,90,'Non religious' should be hyphenated as 'non-religious' as it functions as a compound adjective.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,15,16,perspectives about,...beliefs and teachings and non religious **perspectives about** abortion</li><li>response adequately ex...,LTC,FALSE_POSITIVE,100,The phrase 'perspectives about' is grammatically correct and stylistically acceptable.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,16,16,non religious,... of Christian beliefs and teachings and **non religious** perspectives about abortion</li><li>res...,LTC,PARSING_ERROR,90,'Non religious' should be hyphenated as 'non-religious' as it functions as a compound adjective.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,17,16,perspectives about,...beliefs and teachings and non religious **perspectives about** abortion</li><li>response superficially...,LTC,FALSE_POSITIVE,100,'Perspectives about' is grammatically correct and clear in this context.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,18,16,non religious,... of Christian beliefs and teachings and **non religious** perspectives about abortion</li><li>res...,LTC,PARSING_ERROR,90,The compound adjective 'non-religious' requires a hyphen according to OED standards.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,19,16,perspectives about,...beliefs and teachings and non religious **perspectives about** abortion</li><li>response loosely expla...,LTC,FALSE_POSITIVE,100,'Perspectives about' is grammatically correct and clear in this context.,17
Religious-Studies,gcse-religious-studies---delivery-guide.csv,20,20,faithbased,... groups to research a local or national **faithbased** charity and create a presentation on it...,LTC,PARSING_ERROR,90,The compound adjective 'faith-based' requires a hyphen according to OED standards.,21
Religious-Studies,gcse-religious-studies---faqs.csv,1,4,and,...its will be available annually from 2027** and** it is possible for centres to enter stu...,LTC,STYLISTIC_PREFERENCE,80,Adding a comma before 'and' is a stylistic choice when joining independent clauses; its omission does not create ambiguity here.,5
Religious-Studies,gcse-religious-studies---faqs.csv,2,4,All of the,...o wish to share and exchange resources. **All of the** resources in this area are free to down...,LTC,FALSE_POSITIVE,100,'All of the' is grammatically correct and commonly used; not an error.,5
Religious-Studies,gcse-religious-studies---faqs.csv,3,4,but,...?**  A: There will be no November series** but** candidates could re-sit in the followin...,LTC,STYLISTIC_PREFERENCE,80,Adding a comma before 'but' is a stylistic choice when joining independent clauses; its omission does not create ambiguity here.,5
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,0,9,emphasi se,...ieve in any gods or divine beings. They **emphasi se** the value of human beings and seek to p...,LTC,PARSING_ERROR,100,Merged word due to parsing; should be 'emphasise'.,10
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,1,9,well -being,"...dvocate for compassion, justice and the **well -being** of others, often placing emphasis on in...",LTC,PARSING_ERROR,100,Incorrect spacing around hyphenated compound noun; should be 'well-being'.,10
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,2,11,book of Genesis,"...the universe was created by God. In the **book of Genesis**, it states that the world was created '...",LTC,FALSE_POSITIVE,90,'book of Genesis' is a correct proper noun phrase in this context.,12
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,8,15,but,... they came to understand right and wrong** but** their perfect relationship with God was...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'but' when it connects two independent clauses for improved clarity.,16
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,24,27,but,...34). Jesus teaches that God is forgiving** but** that forgiveness of humans depends on w...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'but' when it connects two independent clauses for improved clarity.,28
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,25,28,soulmaking,"...at a theodicy is, and how the Irenaean (**soulmaking**) and Augustinian (soul-deciding) theodi...",LTC,PARSING_ERROR,90,Missing hyphen in compound adjective 'soul-making'.,29
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,29,28,and,...is is suffering caused by natural events** and** therefore it is argued attributable to ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,"A comma is required before 'and' when it connects two independent clauses, especially when followed by a conjunctive adverb like 'therefore'.",29
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,33,30,and,...like him. God has given humans free will** and** we can make good or bad choices. Irenae...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'and' when it connects two independent clauses for improved clarity.,31
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,42,35,but,... they came to understand right and wrong** but** their perfect relationship with God was...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'but' when it connects two independent clauses for improved clarity.,36
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,43,35,',... was that all human beings will inherit **'**Original Sin' and carry this within thei...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact; should be a single quote.,36
